1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
1.0,0.75,1.0
